344,972
345,370
346,926
347,50
348,653
349,752
350,801
351,88
352,356
353,549
354,189
355,625
356,382
357,661
358,337
359,855
360,666
361,782
362,448
363,348
364,903
365,470
366,107
367,423
368,96
369,518
370,107
371,80
372,868
373,457
374,809
375,936
376,311
377,678
378,784
379,104
380,984
381,403
382,542
383,258
384,65
385,180
386,53
387,8
388,615
389,964
390,324
391,682
392,60
393,474
394,902
395,28
396,675
397,129
398,71
399,838
400,818
401,853
402,760
403,184
404,605
405,138
406,197
407,200
408,295
409,521
410,46
411,604
412,174
413,190
414,440
415,118
416,212
417,539
418,321
419,709
420,491
421,422
422,400
423,868
424,101
425,359
426,352
427,442
428,892
429,601
430,487
431,94
432,761
433,812
434,306
435,707
436,442
437,22
438,43
439,594
440,564
441,132
442,741
443,735
444,635
445,933
446,92
447,647
448,50
449,112
450,833
451,795
452,283
453,452
454,764
455,483
456,689
457,586
458,771
459,37
460,706
461,98
462,208
463,304
464,897
465,404
466,256
467,51
468,844
469,757
470,259
471,895
472,230
473,865
474,698
475,141
476,893
477,534
478,577
479,877
480,820
481,645
482,122
483,194
484,249
485,898
486,36
487,658
488,763
489,669
490,324
491,328
492,86
493,584
494,935
495,982
496,922
497,71
498,698
499,954
500,786
501,608
502,236
503,590
504,469
505,336
506,551
507,820
508,944
509,863
510,571
511,546
512,402
513,402
514,660
515,945
516,157
517,622
518,314
519,766
520,821
521,550
522,262
523,994
524,859
525,1
526,727
527,659
528,342
529,195
530,197
531,856
532,978
533,631
534,158
535,673
536,200
537,223
538,896
539,282
540,649
541,907
542,618
543,710
544,839
545,350
546,89
547,73
548,802
549,680
550,829
551,417
552,407
553,497
554,721
555,450
556,233
557,471
558,843
559,379
560,615
561,709
562,229
563,148
564,159
565,675
566,6
567,896
568,704
569,317
570,631
571,794
572,449
573,638
574,406
575,423
576,664
577,812
578,124
579,245
580,305
581,263
582,493
583,278
584,240
585,415
586,746
587,59
588,614
589,377
590,496
591,834
592,561
593,213
594,925
595,112
596,900
597,357
598,61
599,579
600,455
601,512
602,374
603,565
604,122
605,540
606,17
607,318
608,517
609,715
610,56
611,227
612,359
613,809
614,553
615,414
616,535
617,485
618,335
619,647
620,974
621,299
622,424
623,954
624,99
625,197
626,389
627,497
628,924
629,70
630,106
631,470
632,718
633,781
634,322
635,113
636,244
637,189
638,685
639,95
640,253
641,741
642,349
643,37
644,810
645,229
646,83
647,817
648,274
649,261
650,869
651,208
652,164
653,98
654,667
655,975
656,623
657,939
658,534
659,503
660,279
661,243
662,593
663,779
664,801
665,570
666,594
667,889
668,610
669,736
670,585
671,129
672,264
673,957
674,799
675,489
676,332
677,944
678,955
679,591
680,444
681,780
682,626
683,220
684,64
685,28
686,821
687,391
688,610
689,614
690,508
691,570
692,294
693,38
694,186
695,607
696,171
697,487
698,877
699,379
700,432
701,770
702,380
703,950
704,725
705,722
706,987
707,235
708,375
709,36
710,259
711,909
712,211
713,749
714,819
715,166
716,765
717,538
718,92
719,82
720,955
721,8
722,315
723,85
724,409
725,705
726,212
727,395
728,961
729,991
730,807
731,555
732,391
733,435
734,326
735,386
736,953
737,190
738,417
739,258
740,575
741,611
742,598
743,517
744,383
745,719
746,406
747,202
748,561
749,998
750,473
751,655
752,678
753,694
754,214
755,352
756,232
757,415
758,498
759,500
760,514
761,203
762,284
763,203
764,819
765,837
766,116
767,589
768,820
769,190
770,63
771,926
772,915
773,810
774,190
775,957
776,624
777,409
778,103
779,883
780,815
781,925
782,910
783,962
784,283
785,923
786,96
787,511
788,178
789,339
790,458
791,352
792,839
793,137
794,259
795,524
796,695
797,104
798,865
799,437
800,827
801,520
802,778
803,681
804,919
805,989
806,535
807,691
808,542
809,117
810,850
811,973
812,218
813,697
814,73
815,875
816,849
817,225
818,237
819,683
820,983
821,493
822,395
823,769
824,218
825,407
826,620
827,952
828,222
829,290
830,717
831,54
832,3
833,604
834,635
835,332
836,773
837,882
838,924
839,56
840,373
841,869
842,939
843,239
844,656
845,215
846,359
847,728
848,243
849,867
850,703
851,633
852,402
853,531
854,391
855,686
856,767
857,410
858,293
859,193
860,581
861,613
862,566
863,188
864,123
865,30
866,464
867,620
868,715
869,839
870,985
871,538
872,194
873,672
874,380
875,308
876,490
877,932
878,909
879,896
880,944
881,866
882,843
883,253
884,188
885,40
886,816
887,195
888,239
889,254
890,49
891,649
892,430
893,379
894,971
895,899
896,160
897,673
898,761
899,232
900,677
901,275
902,173
903,688
904,815
905,779
906,477
907,375
908,767
909,504
910,236
911,660
912,223
913,955
914,708
915,440
916,921
917,975
918,474
919,230
920,596
921,446
922,6
923,477
924,272
925,359
926,543
927,922
928,629
929,823
930,935
931,239
932,140
933,986
934,72
935,923
936,983
937,96
938,535
939,818
940,374
941,291
942,118
943,409
944,630
945,643
946,360
947,899
948,810
949,895
950,626
951,822
952,601
953,887
954,493
955,486
956,364
957,711
958,659
959,912
960,216
961,100
962,638
963,342
964,495
965,662
966,9
967,711
968,947
969,856
970,893
971,112
972,297
973,807
974,951
975,959
976,659
977,446
978,533
979,133
980,896
981,925
982,660
983,194
984,958
985,165
986,533
987,191
988,210
989,229
990,752
991,809
992,447
993,122
994,675
995,120
996,733
997,312
998,30
999,358
