403,483,44,740,6
404,541,680,250,7
405,987,373,493,7
406,906,70,898,2
407,597,199,8,4
408,540,123,28,2
409,130,210,749,3
410,451,213,159,3
411,170,644,625,9
412,787,118,554,10
413,361,853,138,1
414,245,658,546,7
415,594,767,531,8
416,471,486,665,9
417,521,730,790,1
418,413,815,643,2
419,316,319,635,5
420,372,930,164,8
421,798,338,671,6
422,243,901,31,2
423,326,956,599,4
424,629,703,442,7
425,752,186,629,5
426,376,256,438,8
427,857,0,395,3
428,932,969,20,10
429,893,857,727,10
430,992,762,671,3
431,433,752,934,1
432,813,485,708,7
433,888,437,128,2
434,518,853,406,8
435,703,965,575,6
436,990,540,708,2
437,181,625,856,10
438,655,806,702,10
439,587,14,849,7
440,243,422,7,5
441,657,356,692,2
442,909,191,583,4
443,241,693,808,3
444,446,773,977,10
445,656,871,822,2
446,390,592,692,10
447,801,330,982,10
448,330,894,476,1
449,350,549,405,2
450,991,457,143,3
451,833,822,398,6
452,738,705,848,10
453,901,401,604,8
454,970,65,424,6
455,597,640,497,3
456,100,918,604,9
457,735,789,405,3
458,118,940,578,2
459,982,537,968,6
460,240,264,348,4
461,720,101,472,7
462,893,761,147,3
463,962,313,655,10
464,102,79,532,9
465,17,396,640,3
466,511,537,125,6
467,25,895,148,1
468,717,924,975,8
469,279,135,69,9
470,34,633,97,1
471,998,669,247,1
472,965,133,334,9
473,271,819,883,4
474,844,651,102,1
475,985,429,484,4
476,604,49,47,9
477,2,164,789,4
478,878,18,59,3
479,609,43,929,4
480,294,470,235,2
481,584,986,548,4
482,123,595,625,4
483,362,797,112,4
484,64,568,967,3
485,792,68,132,2
486,254,858,775,4
487,546,408,210,1
488,953,78,102,1
489,369,416,779,5
490,49,773,251,1
491,208,540,258,8
492,320,28,229,8
493,530,369,0,10
494,487,367,705,2
495,984,975,270,6
496,26,171,201,3
497,379,496,239,5
498,253,566,830,8
499,63,481,799,4
500,405,68,392,5
501,187,624,609,8
502,696,801,479,4
503,594,281,3,2
504,156,979,13,9
505,142,561,464,1
506,794,296,215,3
507,303,602,948,9
508,755,156,912,9
509,977,95,519,7
510,195,510,492,8
511,379,71,372,3
512,646,734,314,1
513,585,494,947,2
514,420,781,426,7
515,235,982,964,10
516,445,716,257,1
517,792,194,392,8
518,133,918,595,8
519,457,741,569,2
520,180,544,286,5
521,105,526,688,7
522,465,380,906,1
523,71,727,851,9
524,660,488,437,1
525,488,949,402,4
526,819,916,977,3
527,92,527,286,6
528,835,205,783,10
529,525,773,181,5
530,22,2,925,6
531,851,792,874,10
532,142,373,951,3
533,746,877,374,2
534,931,285,840,3
535,813,884,555,5
536,758,127,391,8
537,184,98,400,7
538,482,321,114,1
539,900,578,32,10
540,99,245,857,4
541,631,473,227,9
542,90,879,91,2
543,172,813,575,2
544,726,164,358,8
545,988,702,894,2
546,566,607,400,3
547,998,317,16,9
548,364,821,163,4
549,517,303,824,5
550,124,562,403,7
551,376,597,973,10
552,716,240,481,5
553,807,616,166,4
554,475,748,748,5
555,770,38,929,5
556,721,699,243,6
557,977,366,372,4
558,428,851,398,6
559,328,137,48,5
560,728,472,694,8
561,493,594,209,4
562,679,59,887,1
563,636,659,179,9
564,901,427,921,8
565,885,502,373,2
566,973,301,408,3
567,13,529,171,10
568,265,432,99,3
569,177,943,78,6
570,310,750,230,7
571,688,209,998,5
572,658,882,529,9
573,750,323,540,3
574,222,258,412,5
575,766,348,491,1
576,360,699,8,7
577,552,550,502,9
578,724,625,794,7
579,712,42,67,3
580,754,852,774,3
581,553,520,668,7
582,484,837,636,1
583,154,38,42,9
584,344,806,811,7
585,363,267,148,6
586,381,391,119,9
587,0,377,308,10
588,522,340,508,6
589,319,666,952,4
590,634,519,724,2
591,332,964,945,3
592,325,265,242,4
593,223,589,528,4
594,198,990,247,6
595,397,1,890,5
596,414,754,348,3
597,543,394,718,10
598,737,807,93,8
599,792,127,652,10
600,271,178,104,5
601,628,951,982,2
602,563,588,674,10
603,32,736,663,8
604,494,440,456,10
605,163,266,724,7
606,635,1,999,2
607,939,949,582,5
608,83,360,294,4
609,978,425,788,5
610,620,481,130,5
611,841,250,258,7
612,187,281,445,7
613,979,159,49,9
614,100,307,742,1
615,602,657,22,3
616,722,430,809,2
617,287,326,52,6
618,297,5,702,9
619,464,766,145,6
620,632,669,685,6
621,729,168,709,1
622,941,190,953,5
623,44,10,691,7
624,567,506,313,1
625,874,908,675,5
626,944,91,521,4
627,956,962,986,7
628,695,558,687,6
629,280,556,765,6
630,446,322,880,1
631,842,965,507,8
632,607,742,829,7
633,880,875,140,6
634,78,971,139,5
635,519,509,770,5
636,966,948,474,8
637,253,797,186,8
638,809,641,727,6
639,343,20,780,5
640,676,239,710,6
641,666,873,945,5
642,879,69,843,10
643,58,129,755,4
644,576,224,323,7
645,980,763,308,2
646,650,852,528,3
647,517,769,516,1
648,159,821,877,3
649,781,287,443,1
650,885,27,854,2
651,340,516,615,7
652,214,904,564,1
653,880,681,385,5
654,290,19,365,4
655,366,745,594,8
656,978,872,713,2
657,925,873,921,4
658,729,567,112,5
659,81,230,224,3
660,758,413,799,6
661,584,607,36,9
662,720,392,293,6
663,310,456,121,9
664,317,471,510,1
665,127,700,663,7
666,501,851,288,2
667,650,558,838,2
668,779,463,840,10
669,285,872,800,8
670,993,703,687,2
671,178,571,224,9
672,479,917,752,10
673,466,795,723,10
674,582,81,333,9
675,304,669,586,9
676,728,247,673,6
677,414,988,89,8
678,269,663,415,7
679,790,617,682,9
680,156,268,38,5
681,487,579,288,10
682,228,828,95,7
683,178,41,211,8
684,274,260,301,2
685,790,620,961,8
686,255,294,547,7
687,215,872,603,4
688,223,735,845,4
689,686,73,948,4
690,281,229,614,7
691,272,827,805,10
692,915,667,226,5
693,345,340,473,10
694,170,753,353,4
695,320,421,398,5
696,875,859,197,3
697,73,489,178,4
698,820,456,348,4
699,341,501,78,10
700,216,356,72,4
701,473,938,821,7
702,102,290,16,4
703,634,708,701,9
704,300,870,885,5
705,518,531,679,6
706,887,618,804,3
707,136,941,941,1
708,355,642,150,6
709,517,475,264,1
710,685,705,623,7
711,18,254,79,8
712,669,976,414,6
713,489,818,16,9
714,49,253,264,4
715,872,658,849,6
716,690,228,511,10
717,176,363,877,2
718,113,766,448,4
719,386,506,371,2
720,136,369,943,8
721,411,213,319,2
722,534,123,345,4
723,389,728,820,3
724,303,910,547,4
725,560,496,815,6
726,256,760,52,8
727,544,756,957,6
728,693,270,327,5
729,629,127,69,6
730,707,312,399,9
731,454,710,468,9
732,323,173,420,9
733,362,41,992,7
734,565,930,715,6
735,45,132,776,3
736,208,371,716,10
737,858,842,451,8
738,89,665,145,5
739,548,708,727,5
740,212,177,203,3
741,726,237,595,4
742,402,277,408,9
743,757,835,512,10
744,911,881,457,6
745,455,555,796,9
746,152,680,700,9
747,358,202,866,4
748,116,233,453,7
749,389,907,358,10
750,743,296,669,3
751,908,872,881,9
752,201,438,344,6
753,832,243,898,2
754,266,477,789,4
755,365,249,473,4
756,324,376,104,7
757,145,753,447,6
758,108,878,989,4
759,89,430,602,6
760,380,667,945,3
761,461,585,221,9
762,346,342,178,7
763,800,942,168,9
764,467,817,323,1
765,788,800,462,8
766,788,294,882,2
767,271,143,683,8
768,543,290,768,4
769,5,405,775,5
770,865,138,574,10
771,697,639,972,9
772,876,280,553,7
773,236,885,17,7
774,561,627,713,1
775,716,946,88,10
776,750,513,799,4
777,106,775,674,10
778,607,240,941,6
779,49,234,251,6
780,332,372,227,8
781,329,582,224,1
782,894,407,599,1
783,28,612,657,8
784,632,928,470,5
785,33,293,624,6
786,693,821,968,3
787,214,173,891,6
788,986,726,673,10
789,386,3,539,2
790,279,762,911,8
791,37,445,914,1
792,630,519,166,3
793,444,941,740,3
794,165,889,693,10
795,255,967,333,6
796,417,28,907,10
797,444,92,219,10
798,814,205,853,3
799,626,248,652,7
800,779,530,326,5
801,325,227,438,2
802,867,540,767,10
803,696,161,172,8
804,665,3,719,8
805,356,559,218,6
806,9,574,444,5
807,111,409,953,3
808,636,819,588,1
809,41,967,649,8
810,805,772,174,10
811,728,625,801,4
812,52,785,114,2
813,398,497,836,8
814,900,897,40,8
815,239,337,860,9
816,313,762,655,6
817,784,859,803,8
818,859,769,849,9
819,780,54,417,1
820,930,284,389,7
821,615,32,521,8
822,500,315,983,1
823,810,604,21,3
824,579,915,147,3
825,778,619,565,3
826,831,339,804,10
827,880,945,444,3
828,510,792,753,9
829,908,772,175,7
830,58,844,979,4
831,278,837,92,10
832,198,19,31,3
833,767,215,638,2
834,509,535,796,7
835,698,100,787,1
836,436,309,879,5
837,744,866,817,3
838,364,517,557,10
839,373,413,988,2
840,544,806,922,3
841,131,191,927,10
842,305,755,593,3
843,239,554,223,9
844,839,830,27,10
845,761,678,612,8
846,53,179,716,5
847,760,484,517,2
848,840,855,860,4
849,764,993,35,2
850,403,614,512,6
851,574,757,814,3
852,417,217,832,1
853,386,582,997,8
854,960,14,549,5
855,150,906,972,9
856,240,603,553,2
857,728,451,122,9
858,178,337,758,3
859,768,910,628,7
860,972,27,663,2
861,461,338,436,8
862,922,320,20,4
863,405,792,469,2
864,673,88,494,1
865,633,501,618,3
866,841,53,810,1
867,216,201,814,5
868,25,41,296,7
869,195,312,362,2
870,307,187,63,3
871,493,355,765,2
872,939,888,45,3
873,807,339,359,7
874,39,541,665,4
875,744,588,772,2
876,894,806,966,5
877,300,828,465,2
878,698,727,903,4
879,264,85,845,1
880,610,122,950,4
881,17,210,899,4
882,473,91,243,1
883,77,130,108,6
884,823,482,239,8
885,743,64,274,8
886,759,264,977,7
887,752,11,7,5
888,650,349,906,7
889,235,303,802,1
890,764,742,346,8
891,864,481,794,8
892,745,74,374,3
893,143,535,573,10
894,833,715,363,6
895,618,398,754,1
896,952,442,601,10
897,251,744,64,4
898,35,722,112,7
899,992,447,646,1
900,282,423,8,3
901,742,663,39,5
902,68,761,342,4
903,480,826,178,8
904,932,852,785,6
905,226,796,328,4
906,537,728,790,1
907,952,362,889,5
908,643,820,101,3
909,903,595,304,1
910,908,633,705,6
911,582,817,448,7
912,388,605,976,2
913,369,345,611,3
914,455,839,317,8
915,907,78,450,5
916,321,356,133,2
917,536,57,964,8
918,460,960,826,8
919,511,538,413,10
920,959,802,75,2
921,282,142,498,8
922,711,798,425,6
923,319,2,326,1
924,683,365,114,9
925,194,390,358,1
926,735,284,69,4
927,905,97,297,3
928,967,89,344,9
929,839,321,198,5
930,947,530,831,8
931,154,221,725,8
932,831,78,862,7
933,949,371,470,9
934,930,422,373,8
935,818,524,184,6
936,79,186,40,3
937,10,73,774,2
938,436,369,969,5
939,874,97,172,3
940,249,270,542,7
941,295,148,826,3
942,560,753,686,10
943,87,407,439,9
944,775,71,654,5
945,272,239,738,3
946,227,600,646,3
947,881,998,54,7
948,940,550,658,4
949,265,559,773,7
950,955,831,304,6
951,701,418,311,5
952,38,790,663,7
953,893,289,51,2
954,909,944,848,10
955,160,858,485,2
956,151,291,557,1
957,703,335,120,2
958,700,519,667,9
959,430,853,740,2
960,294,346,283,9
961,406,824,774,6
962,177,564,174,1
963,217,527,255,1
964,609,309,882,10
965,678,718,130,3
966,12,340,636,2
967,388,119,567,6
968,839,668,845,6
969,361,373,400,10
970,723,356,697,1
971,40,501,3,2
972,35,903,138,9
973,737,7,582,10
974,784,985,982,2
975,593,877,494,3
976,309,863,689,10
977,225,912,506,8
978,548,474,348,3
979,86,516,79,6
980,58,703,660,1
981,97,125,307,1
982,35,539,560,2
983,598,782,89,3
984,259,170,213,6
985,793,344,895,4
986,754,922,825,3
987,758,798,179,4
988,519,645,75,7
989,431,571,929,8
990,452,920,97,6
991,93,501,405,9
992,929,75,137,1
993,914,934,348,1
994,663,144,639,2
995,771,15,926,6
996,185,750,512,8
997,744,960,918,6
998,929,897,53,4
999,724,536,950,6
