122,905,Gabinety Jeżyna Sp.j.
123,681,Irla-Nędzi Sp. z o.o.
124,944,Sadoch i syn s.c.
125,87,PPUH Salawa
126,995,Hojka-Oskroba Sp. z o.o. Sp.k.
127,31,PPUH Rut
128,749,Gabinety Żymełka-Węgier Sp.k.
129,338,Korgul Sp.j.
130,29,Henke-Woroch i syn s.c.
131,575,Gabinety Żelazek S.A.
132,4,Lula Sp. z o.o.
133,431,Matyszczak-Bereś S.A.
134,14,Spółdzielnia Maron Sp.k.
135,432,Gabinety Trojanowicz-Majsterek Sp.k.
136,408,Guzdek-Nurek i syn s.c.
137,672,Elert Sp. z o.o. Sp.k.
138,910,Stowarzyszenie Kus Sp. z o.o.
139,232,Gabinety Makurat-Mycek Sp. z o.o.
140,357,Fundacja Front
141,736,Nieścioruk-Kuska Sp.j.
142,96,Grupa Lorens
143,350,Prażuch-Policht i syn s.c.
144,504,Gabinety Małota s.c.
145,99,Spółdzielnia Paśnik-Hendzel s.c.
146,710,PPUH Bochnia
147,344,Spółdzielnia Kocaj Sp.j.
148,732,Smyl-Utrata i syn s.c.
149,704,Felisiak Sp. z o.o.
150,644,FPUH Strug
151,96,Fundacja Linek-Kielczyk Sp. z o.o.
152,391,Gabinety Mikiciuk S.A.
153,319,Pera i syn s.c.
154,586,Spółdzielnia Okła
155,781,FPUH Freitag
156,279,Grupa Trepczyk
157,347,Grupa Adamów
158,333,Szwaja Sp.j.
159,741,FPUH Jaśko-Rosada Sp.k.
160,327,Gałat Sp. z o.o. Sp.k.
161,19,Sztaba-Grunt i syn s.c.
162,254,Mokwa-Feluś S.A.
163,87,FPUH Korab Sp.j.
164,200,PPUH Kafel-Majtczak s.c.
165,456,Gabinety Dynia Sp.k.
166,944,FPUH Nowotny Sp.j.
167,647,Grupa Kozar Sp. z o.o. Sp.k.
168,727,Gabinety Mandrysz s.c.
169,135,Grupa Pawliszyn
170,346,FPUH Wizner Sp. z o.o.
171,776,Gabinety Łukasiuk
172,490,Niewola Sp. z o.o. Sp.k.
173,960,Gabinety Jędraszek S.A.
174,851,FPUH Wiertel-Basista Sp. z o.o.
175,833,Namysł-Ziarek S.A.
176,279,Stowarzyszenie Krzyśko Sp.j.
177,175,Brodawka-Swiątek Sp.j.
178,751,Waszczyk-Mycek Sp.j.
179,660,Olchawa-Piesik i syn s.c.
180,785,Stowarzyszenie Pabis-Krzyśków Sp. z o.o.
181,398,Fundacja Torbus-Stempin i syn s.c.
182,189,PPUH Prażmo
183,985,Fundacja Borkowicz
184,441,Bulanda-Kosiak Sp. z o.o. Sp.k.
185,394,Grab i syn s.c.
186,554,FPUH Kozieja
187,945,Mijas Sp.j.
188,62,Fundacja Dłubak i syn s.c.
189,452,Stowarzyszenie Czylok S.A.
190,191,Fundacja Ochnio Sp.k.
191,975,Grupa Damian
192,131,FPUH Harasimiuk
193,944,Stowarzyszenie Worach
194,691,Stowarzyszenie Moździerz
195,290,Gabinety Imiołczyk
196,787,Malarczyk Sp. z o.o. Sp.k.
197,271,Spółdzielnia Sulich i syn s.c.
198,514,Smykała Sp. z o.o. Sp.k.
199,13,Wężyk-Satora Sp. z o.o. Sp.k.
200,886,Jakubiuk-Ciastek Sp.k.
201,240,Grupa Szłapa-Drywa Sp.k.
202,121,Królczyk S.A.
203,818,Fundacja Bartoszczyk-Kruś s.c.
204,876,Fechner-Skrobot s.c.
205,68,Sierżant i syn s.c.
206,52,Kretek Sp.k.
207,758,Siarkiewicz s.c.
208,723,Spółdzielnia Rezler-Kuncewicz s.c.
209,197,FPUH Troć Sp.k.
210,806,Gabinety Laskus Sp.k.
211,497,Fundacja Grzeszkowiak-Mortka S.A.
212,680,Stowarzyszenie Kuryś
213,407,Snoch Sp.j.
214,106,PPUH Gal
215,610,Wiertelak-Bareja i syn s.c.
216,413,Roszkiewicz Sp. z o.o. Sp.k.
217,500,FPUH Pabiś
218,100,Maćków Sp. z o.o.
219,866,Jagieło S.A.
220,141,Madzia Sp. z o.o. Sp.k.
221,344,Spółdzielnia Pieczyrak-Dziugieł Sp. z o.o.
222,847,Sobkiewicz S.A.
223,260,Gabinety Rozum-Tereszkiewicz Sp.j.
224,598,Fundacja Stawinoga
225,939,Gabinety Kryszkiewicz i syn s.c.
226,385,Gabinety Piejko-Suszko s.c.
227,878,Spółdzielnia Małycha-Laskus S.A.
228,696,Stowarzyszenie Zagrodnik-Drewicz Sp.j.
229,48,Grupa Pałęga-Podpora Sp.j.
230,38,Gabinety Gnyp Sp. z o.o.
231,393,Wielgo Sp. z o.o.
232,129,PPUH Nijak Sp. z o.o.
233,432,Spółdzielnia Batóg-Ropiak s.c.
234,225,Grupa Betka
235,969,Stowarzyszenie Sypek Sp. z o.o.
236,163,Spółdzielnia Dzierżak
237,47,FPUH Siekierka-Przybycień Sp. z o.o.
238,33,Stowarzyszenie Szumacher
239,876,Gabinety Piotrkowicz
240,163,Pachołek s.c.
241,872,Konat-Sądej Sp. z o.o.
242,893,Grupa Gaudyn Sp. z o.o.
243,123,PPUH Gogół s.c.
244,507,Smardz-Bembenek Sp.k.
245,664,Gabinety Fogt Sp.j.
246,456,Gabinety Trybuś-Szmelter Sp.k.
247,949,Gabinety Patrzałek-Wacławiak Sp. z o.o. Sp.k.
248,454,Drzał s.c.
249,691,Fundacja Radzewicz Sp. z o.o.
250,851,Mazik-Chojna Sp. z o.o.
251,172,Stowarzyszenie Twardzik-Derek Sp.k.
252,481,Fundacja Fitrzyk i syn s.c.
253,9,Fundacja Gapys-Drozda Sp. z o.o. Sp.k.
254,706,FPUH Szymańczak-Pilich i syn s.c.
255,869,Opioła-Gros Sp.k.
256,324,Chwedoruk-Grodek i syn s.c.
257,220,PPUH Preuss-Mosiołek Sp.j.
258,528,Łachut Sp.j.
259,201,Spółdzielnia Droś-Bachanek i syn s.c.
260,711,Fundacja Wałek-Patyna s.c.
261,988,Stawinoga-Złotek Sp.j.
262,911,Grupa Suchta-Szlęk s.c.
263,511,Grupa Łobacz
264,846,Maciocha-Biegała s.c.
265,227,FPUH Fołta-Kutek Sp.k.
266,866,Kołata-Trochimiuk Sp. z o.o.
267,604,Fundacja Futyma-Fiutak Sp.j.
268,21,Joszko s.c.
269,905,Fundacja Orman Sp. z o.o. Sp.k.
270,316,Nikel-Wardzała Sp.k.
271,538,Subocz i syn s.c.
272,700,Stowarzyszenie Cheba-Hajduga s.c.
273,81,Spółdzielnia Pachuta Sp. z o.o. Sp.k.
274,66,Dub s.c.
275,579,Spółdzielnia Szachniewicz s.c.
276,72,PPUH Kwinta
277,827,Stowarzyszenie Borysiuk-Stachów S.A.
278,148,Fundacja Wawryniuk-Wojtiuk Sp.k.
279,964,Hennig-Grzelec Sp. z o.o.
280,73,Styn Sp. z o.o. Sp.k.
281,430,Fundacja Kojder-Dmoch S.A.
282,193,FPUH Ciuła-Bielat i syn s.c.
283,474,Fundacja Wiatrak-Szklarek i syn s.c.
284,932,PPUH Pik-Goik Sp. z o.o.
285,648,Spółdzielnia Surmiak Sp.j.
286,196,Żmija Sp. z o.o. Sp.k.
287,812,Grupa Mitoraj-Mętel S.A.
288,754,FPUH Galek-Żółkiewicz S.A.
289,633,Gabinety Kudełka S.A.
290,317,Stowarzyszenie Szyguła
291,343,Krysta-Chyb i syn s.c.
292,970,Boś i syn s.c.
293,612,Bobrowicz S.A.
294,917,Gabinety Szklarek Sp.k.
295,52,Grupa Gałaj Sp.k.
296,516,Laskus-Saczuk Sp. z o.o. Sp.k.
297,919,Fundacja Burchard-Nazimek i syn s.c.
298,241,Stowarzyszenie Zapiór S.A.
299,581,FPUH Dulewicz Sp. z o.o. Sp.k.
300,248,Siemion-Franaszek s.c.
301,973,PPUH Skotarczak
302,371,Gabinety Lejk
303,487,Stowarzyszenie Karpeta
304,398,Grupa Hus Sp. z o.o.
305,130,FPUH Majorek-Wojniak S.A.
306,480,Sarniak Sp.k.
307,977,Gabinety Krzyśko-Bałazy Sp. z o.o. Sp.k.
308,867,Stowarzyszenie Baranowicz-Engler Sp. z o.o. Sp.k.
309,651,Stowarzyszenie Toborek-Feluś Sp.k.
310,31,Wawszczyk S.A.
311,449,Szmaj-Gros Sp.k.
312,245,Oleksak i syn s.c.
313,820,Idzi-Szymków Sp. z o.o.
314,914,FPUH Fik-Iskierka i syn s.c.
315,149,Gabinety Szczepaniec-Sura S.A.
316,977,Grupa Obarzanek Sp. z o.o.
317,209,Chorążewicz Sp. z o.o.
318,922,Wyskiel Sp.j.
319,92,Gabinety Kawala-Jargiło S.A.
320,644,PPUH Truchel-Kudra s.c.
321,575,Bródka Sp. z o.o.
322,654,Grupa Faryna-Szymula s.c.
323,69,Fundacja Jamroży s.c.
324,455,FPUH Hermanowicz-Milej Sp. z o.o.
325,932,FPUH Fik S.A.
326,227,Wikło-Puc Sp. z o.o.
327,554,Szatko-Linkiewicz s.c.
328,876,Łukasiuk Sp.j.
329,728,FPUH Palus-Folga Sp.k.
330,648,Semik-Delikat i syn s.c.
331,631,Ścibior-Taczała i syn s.c.
332,219,Moździerz Sp.j.
333,942,Fundacja Przerwa S.A.
334,332,Spółdzielnia Gajdzik
335,913,Jaracz Sp. z o.o. Sp.k.
336,759,Fundacja Szwałek
337,747,PPUH Witkowicz-Fogel S.A.
338,686,Gabinety Dyszy
339,191,PPUH Hermanowicz Sp.k.
340,796,Fundacja Kubieniec-Reiter i syn s.c.
341,282,Fundacja Łosiak Sp. z o.o.
342,715,Smoter-Morek Sp. z o.o. Sp.k.
343,446,Fundacja Rejniak-Kasica i syn s.c.
344,856,Minkina Sp. z o.o. Sp.k.
345,193,FPUH Detka Sp. z o.o.
346,850,Stowarzyszenie Osiadacz
347,864,Korzonek-Cofała S.A.
348,116,Roj S.A.
349,291,Mendak-Kuban i syn s.c.
350,888,Spółdzielnia Kuczaj-Ernst Sp.j.
351,842,PPUH Rejek
352,87,Sus i syn s.c.
353,838,Grupa Skiepko Sp.k.
354,250,Wabik i syn s.c.
355,851,Gabinety Krzyk
356,464,Berg-Ciepła S.A.
357,243,PPUH Chmielak-Hass Sp. z o.o. Sp.k.
358,903,Filek-Taciak i syn s.c.
359,828,Paszkowiak s.c.
360,789,Fundacja Leszczak
361,92,Duży S.A.
362,134,Spółdzielnia Borak i syn s.c.
363,252,Siedlarz Sp. z o.o.
364,55,Dyszy-Minkina Sp.k.
365,812,Spółdzielnia Szatko Sp.j.
366,674,PPUH Piekacz-Czermak s.c.
367,742,Gabinety Wziątek
368,187,Gabinety Graban-Zimoń Sp.k.
369,328,Stowarzyszenie Kulis-Strójwąs s.c.
370,372,Grupa Makieła-Dobrosz Sp. z o.o. Sp.k.
371,120,Miecznik Sp. z o.o.
372,442,Fundacja Kozdra
373,220,Gabinety Pysz
374,908,Brańka i syn s.c.
375,299,Proch-Rycerz Sp.k.
376,968,Fundacja Andrzejuk S.A.
377,592,PPUH Łokaj Sp.j.
378,142,Janke s.c.
379,11,Białczyk-Wiatrak Sp.j.
380,60,Stowarzyszenie Pindor Sp. z o.o. Sp.k.
381,321,Fundacja Zieja s.c.
382,797,Spółdzielnia Wikło
383,239,Berdzik-Kempny i syn s.c.
384,941,FPUH Wieczerzak Sp. z o.o.
385,607,Fundacja Becker i syn s.c.
386,169,Stowarzyszenie Kupidura-Pronobis Sp. z o.o. Sp.k.
387,581,Goska-Skwira s.c.
388,822,Gabinety Gąbka Sp. z o.o. Sp.k.
389,54,Pabis-Kazior s.c.
390,20,Salach-Hołota Sp. z o.o.
391,138,Fundacja Juraszczyk-Sobiło Sp. z o.o. Sp.k.
392,267,Cecot Sp.j.
393,614,FPUH Jarkiewicz-Towarek s.c.
394,946,Pudełek Sp. z o.o. Sp.k.
395,968,Gabinety Kocaj
396,171,Wandzel-Lemanowicz Sp. z o.o.
397,482,Fundacja Apostel Sp. z o.o. Sp.k.
398,365,Zmuda S.A.
399,211,Fundacja Janduła-Franik Sp.k.
400,403,Grotek-Trybus s.c.
401,195,Gabinety Kandzia
402,641,Stowarzyszenie Kurp-Gilewicz Sp. z o.o.
403,377,Wenzel-Makieła s.c.
404,791,Grupa Moroń S.A.
405,940,FPUH Greszta-Szołtysik Sp. z o.o.
406,418,Lepa-Żymełka S.A.
407,833,Maszota Sp.j.
408,443,Stiller-Opas Sp.j.
409,289,Spółdzielnia Kudłacik Sp. z o.o. Sp.k.
410,26,Pietrusiewicz-Majorczyk Sp.j.
411,46,Szymajda-Banachowicz Sp. z o.o. Sp.k.
412,276,PPUH Miszkiel-Tryc Sp. z o.o. Sp.k.
413,462,Folga S.A.
414,310,Grupa Pawela-Langa s.c.
415,687,PPUH Mirończuk-Dulas Sp. z o.o. Sp.k.
416,649,Morys-Długozima Sp. z o.o. Sp.k.
417,856,Spółdzielnia Nytko Sp.k.
418,376,Fundacja Misiuk-Rymarz Sp.j.
419,114,Cacko-Myrcha s.c.
420,733,FPUH Parkitna s.c.
421,661,FPUH Wiatrak Sp. z o.o. Sp.k.
422,606,Szyba-Suszka s.c.
423,257,Domżał Sp.j.
424,653,PPUH Kapera Sp. z o.o.
425,670,FPUH Kłysz-Lorens Sp.j.
426,434,Grupa Woronko Sp. z o.o.
427,225,Kubasiewicz i syn s.c.
428,583,Strójwąs-Gordon s.c.
429,791,Piekara-Macek Sp. z o.o.
430,407,Fundacja Macha-Domino S.A.
431,570,Fundacja Łapacz-Frycz Sp. z o.o. Sp.k.
432,10,Wlizło-Tylka Sp.j.
433,704,Bartela-Dyczko Sp. z o.o. Sp.k.
434,387,FPUH Pasieczna-Kołaczyk i syn s.c.
435,918,PPUH Juras
436,543,Klin i syn s.c.
437,369,PPUH Hankiewicz
438,508,Mysiak-Lada Sp.k.
439,534,Greszta S.A.
440,349,Omiotek-Misiaszek Sp.k.
441,262,Piszcz i syn s.c.
442,175,Spółdzielnia Płaneta i syn s.c.
443,989,Kożuszek Sp. z o.o.
444,969,Durlik-Pitala Sp. z o.o. Sp.k.
445,134,FPUH Ślebioda Sp. z o.o.
446,251,FPUH Lisak
447,203,Fundacja Majerczyk
448,108,FPUH Klebba
449,764,Gabinety Drzał Sp.j.
450,397,Jaszczur-Madura s.c.
451,468,Chaber Sp. z o.o. Sp.k.
452,467,Gabinety Wojczuk
453,843,Cyman Sp.k.
454,526,Chwalisz-Nieroda S.A.
455,262,Spółdzielnia Żero
456,941,Fabiszak s.c.
457,482,Młyńczak-Drygała Sp.k.
458,931,Grupa Jany
459,708,Krochmal Sp. z o.o. Sp.k.
460,679,PPUH Gzyl
461,990,Spółdzielnia Aleksa S.A.
462,651,Stowarzyszenie Opyrchał-Powierża Sp.j.
463,902,Noszczyk-Stanuch S.A.
464,628,Kociemba Sp.j.
465,293,Łokaj S.A.
466,898,FPUH Natanek s.c.
467,203,FPUH Sady
468,363,Gabinety Pinda s.c.
469,274,Wałaszek Sp. z o.o.
470,921,FPUH Garncarz
471,608,PPUH Kamyszek-Salawa Sp. z o.o. Sp.k.
472,946,Rychel i syn s.c.
473,109,Korab-Kierepka Sp. z o.o. Sp.k.
474,734,Rej S.A.
475,456,Spółdzielnia Wika
476,346,Szulim Sp. z o.o.
477,979,Fundacja Stempin s.c.
478,820,FPUH Siekierka Sp. z o.o. Sp.k.
479,295,Downar-Kuboń s.c.
480,369,FPUH Golus-Przybycień S.A.
481,596,Stowarzyszenie Bondaruk-Dzienis Sp. z o.o. Sp.k.
482,495,Spółdzielnia Molga S.A.
483,990,Stowarzyszenie Czak
484,573,PPUH Żugaj-Welenc Sp. z o.o. Sp.k.
485,38,Fundacja Chwała
486,782,Grupa Boruc
487,864,Spółdzielnia Foit-Kościuszko Sp.j.
488,713,Fronczyk-Przewoźniak Sp.j.
489,784,Spółdzielnia Nastały-Ellwart Sp.j.
490,721,Seweryniak Sp. z o.o.
491,670,Grupa Jaźwiec-Gebauer s.c.
492,33,Tywoniuk Sp. z o.o. Sp.k.
493,20,Nitek-Grycz s.c.
494,5,Stowarzyszenie Szkup
495,219,PPUH Job
496,248,Klemens Sp.j.
497,966,PPUH Leżoń Sp. z o.o. Sp.k.
498,920,Leks-Stróż Sp.j.
499,278,Stowarzyszenie Adamiuk s.c.
500,450,Spółdzielnia Kłysz-Kózka S.A.
501,100,Fundacja Kozdroń s.c.
502,694,Grupa Ciapa
503,972,Stowarzyszenie Kocurek-Olma Sp. z o.o.
504,328,Czuryło-Majerczyk Sp.k.
505,118,Gabinety Szuta-Deryło Sp. z o.o.
506,393,Gabinety Wiszowaty
507,730,PPUH Szczechowicz Sp. z o.o. Sp.k.
508,581,FPUH Kaźmierczyk-Ślipek Sp. z o.o.
509,810,PPUH Wąsek Sp.j.
510,109,Stowarzyszenie Kohnke
511,726,Gabinety Hallmann S.A.
512,425,Witkowicz-Worach Sp. z o.o.
513,413,Kiryluk Sp. z o.o. Sp.k.
514,840,Sławik-Lang s.c.
515,529,Anders s.c.
516,681,Grupa Holc
517,119,Spółdzielnia Kieloch
518,100,Cisoń s.c.
519,236,PPUH Fac
520,668,Araszkiewicz-Barej i syn s.c.
521,495,Pacholczak Sp.k.
522,414,Gabinety Klucznik-Fiołek Sp. z o.o. Sp.k.
523,432,Fundacja Czerkies s.c.
524,940,Działo S.A.
525,828,PPUH Byzdra
526,622,Fundacja Żurawik-Gumieniak Sp.k.
527,296,Gabinety Szłapka-Kidoń Sp. z o.o.
528,179,Lizurej-Waniek Sp.j.
529,565,PPUH Kukawka
530,339,Spółdzielnia Józefczak-Michnowicz Sp. z o.o.
531,972,Klus Sp.j.
532,537,Wydmuch Sp. z o.o.
533,492,Nieradzik-Gmurczyk s.c.
534,601,Brachman-Moneta Sp. z o.o. Sp.k.
535,708,PPUH Jakoniuk-Saran i syn s.c.
536,338,Nabiałek Sp.j.
537,423,Spółdzielnia Mućka Sp. z o.o.
538,558,Maksym S.A.
539,828,Gabinety Olkowicz
540,512,FPUH Pal Sp.j.
541,177,Spółdzielnia Penar S.A.
542,222,Kleina-Kuciel Sp.j.
543,784,FPUH Kawala Sp. z o.o. Sp.k.
544,842,Krzykała-Strzępek Sp. z o.o.
545,853,Kowalak-Dawidek Sp.j.
546,205,Cetera Sp.j.
547,390,Spółdzielnia Skierka Sp. z o.o.
548,922,Franków-Sutor Sp.j.
549,301,FPUH Strzała-Kowaluk i syn s.c.
550,358,Grupa Trojanowicz-Beker Sp.j.
551,395,Pezda-Joniak Sp. z o.o. Sp.k.
552,655,Miętka Sp. z o.o.
553,570,Fijoł Sp. z o.o.
554,450,Gabinety Burzec-Orszulik S.A.
555,784,Gabinety Muniak s.c.
556,590,Gabinety Szajna
557,246,Migda S.A.
558,109,Spółdzielnia Subocz S.A.
559,532,Łokaj S.A.
560,968,Żyto Sp.k.
561,648,Olbrych-Majczyna Sp. z o.o. Sp.k.
562,739,Jachna S.A.
563,82,Grupa Dawidczyk
564,571,Front-Kamieniak Sp.j.
565,755,Szmelter s.c.
566,850,PPUH Niesporek i syn s.c.
567,162,Wąsek Sp. z o.o. Sp.k.
568,584,PPUH Kuryś S.A.
569,813,Grupa Lalak Sp. z o.o.
570,789,Stowarzyszenie Nikołajuk-Beker Sp.k.
571,811,Spółdzielnia Hojda-Krzempek s.c.
572,394,Hamerla-Wałek S.A.
573,823,Gębura Sp. z o.o. Sp.k.
574,63,PPUH Morcinek
575,986,Różak-Mętel Sp.j.
576,769,Lesner Sp.j.
577,421,Łuksza i syn s.c.
578,861,Spółdzielnia Roczniak-Lewko Sp. z o.o.
579,40,Wyrobek Sp.k.
580,529,PPUH Józwik
581,270,Bielat-Putek Sp. z o.o. Sp.k.
582,916,Fundacja Góraj i syn s.c.
583,594,Karpiak i syn s.c.
584,770,Spółdzielnia Macha
585,485,Olszowa-Szmajda s.c.
586,211,Stowarzyszenie Kornek-Grotek Sp.j.
587,719,Stowarzyszenie Kargol-Godzwon i syn s.c.
588,574,PPUH Dudała Sp. z o.o.
589,142,PPUH Wota
590,448,Grupa Fogiel
591,414,Kuncewicz Sp.j.
592,598,FPUH Strzępek
593,477,FPUH Michalczak Sp.j.
594,100,Pawełko-Leszkiewicz Sp. z o.o. Sp.k.
595,45,Grupa Korzekwa
596,326,Gabinety Chuchla Sp. z o.o.
597,834,Grupa Protasiuk-Bakiera Sp.k.
598,940,PPUH Oleksiewicz-Januszko Sp. z o.o.
599,981,Szulim-Rębiś S.A.
600,714,Spółdzielnia Kasica s.c.
601,946,Moryc-Kryk Sp.j.
602,918,PPUH Porwoł i syn s.c.
603,997,Stowarzyszenie Zatoń s.c.
604,987,Bartkowicz-Jeske S.A.
605,813,Pospiech-Kraszkiewicz S.A.
606,315,Grupa Gill Sp. z o.o. Sp.k.
607,456,Krzeszowiec-Prokopiak S.A.
608,538,Maculewicz s.c.
609,486,Żakiewicz-Szemraj Sp.j.
610,236,PPUH Świerszcz-Słysz s.c.
611,886,Grupa Gryta-Fyda S.A.
612,714,Januchta Sp. z o.o. Sp.k.
613,285,Spółdzielnia Kurcz-Andrearczyk s.c.
614,213,Stowarzyszenie Mierzwiak-Orwat i syn s.c.
615,665,Morawiak-Danel Sp.j.
616,705,FPUH Pyziak-Hyży Sp.j.
617,985,Guziak Sp.k.
618,923,Stowarzyszenie Ciuruś Sp.j.
619,945,Kozaczuk Sp.k.
620,808,Fundacja Karnas Sp. z o.o.
621,422,Kurzak-Herdzik Sp.j.
622,681,FPUH Mroczko-Wójt Sp. z o.o. Sp.k.
623,131,Stowarzyszenie Mądrzak-Krzywonos S.A.
624,522,Stowarzyszenie Cieciora
625,977,Paprotny-Stanisławczyk Sp. z o.o. Sp.k.
626,621,Stowarzyszenie Patrzałek-Moneta s.c.
627,380,Spółdzielnia Święs-Zarzeczna Sp. z o.o.
628,382,Gabinety Dziarmaga s.c.
629,495,Gabrych Sp.j.
630,242,Fundacja Wójcikiewicz Sp. z o.o.
631,755,Gabinety Palus-Szatko S.A.
632,202,Grupa Szkup-Dzwonnik Sp. z o.o. Sp.k.
633,953,Świerad-Litwa Sp.k.
634,739,Fundacja Basa-Łaś Sp.k.
635,429,PPUH Cibor-Kopik Sp.j.
636,317,Poreda S.A.
637,76,Spółdzielnia Pospiech
638,806,Stowarzyszenie Leszczyk
639,762,PPUH Koronkiewicz Sp.j.
640,9,Spółdzielnia Bartoszczyk
641,928,Stowarzyszenie Gonsior
642,544,Stowarzyszenie Majos
643,940,Kosak i syn s.c.
644,79,Muc s.c.
645,541,Fundacja Becker-Słonka s.c.
646,376,Nickel Sp. z o.o.
647,552,PPUH Kara
648,357,Fundacja Masny
